surname,district,name,party,position_set,position,start_year
ไกรวัตนุสสรณ์,สมุทรสาคร,มณฑล,พรรคความหวังใหม่,17,ส.ส.,2535
ไกรวัตนุสสรณ์,สมุทรสาคร,มณฑล,พรรคความหวังใหม่,18,ส.ส.,2535
ไกรวัตนุสสรณ์,สมุทรสาคร,มณฑล,พรรคความหวังใหม่,19,ส.ส.,2538
ไกรวัตนุสสรณ์,สมุทรสาคร,อุดม,พรรคความหวังใหม่,19,ส.ส.,2538
ไกรวัตนุสสรณ์,สมุทรสาคร,มณฑล,พรรคความหวังใหม่,20,ส.ส.,2539
ไกรวัตนุสสรณ์,สมุทรสาคร,อุดม,พรรคความหวังใหม่,20,ส.ส.,2539
ไกรวัตนุสสรณ์,สมุทรสาคร,อุดม,พรรคความหวังใหม่,21,ส.ส.,2544
ไกรวัตนุสสรณ์,สมุทรสาคร,อนุสรณ์,พรรคไทยรักไทย,22,ส.ส.,2548
ไกรวัตนุสสรณ์,สมุทรสาคร,อุดม,พรรคไทยรักไทย,22,ส.ส.,2548
ไกรวัตนุสสรณ์,สมุทรสาคร,มณฑล,พรรคพลังประชาชน,23,ส.ส.,2550
ไกรวัตนุสสรณ์,สมุทรสาคร,มณฑล,พรรคความหวังใหม่,51,ครม.,2538
เทียนถาวร,สิงห์บุรี,ศุภวัฒน์,พรรคเพื่อไทย,,นายก อบจ.,2563
เทียนถาวร,สิงห์บุรี,สรกฤช,พรรคเพื่อไทย,,นายก/รองนายก อบจ.,2555
พุกประเสริฐ,สุโขทัย,มนู,พรรคภูมิใจไทย,,นายก อบจ.,2563
พุกประเสริฐ,สุโขทัย,มนู,พรรคภูมิใจไทย,24,ส.ส.,2554
จันทร์สุวรรณ,สุพรรณบุรี,บุญชู,พรรคชาติไทยพัฒนา,,นายก อบจ.,2563
จันทร์สุวรรณ,สุพรรณบุรี,บุญชู,พรรคชาติไทยพัฒนา,,นายก/รองนายก อบจ.,2555
จันทร์สุวรรณ,สุพรรณบุรี,จรัลชัย,,,ส. อบจ.,2555
บุญ-หลง,สระบุรี,สัญญา,พรรคพลังประชารัฐ,,นายก อบจ.,2563
บุญ-หลง,สระบุรี,เดช,พรรคชาติไทย,21,ส.ส.,2544
บุญ-หลง,สระบุรี,เดช,พรรคชาติพัฒนา,50,ครม.,2535
บุญ-หลง,สระบุรี,เดช,,54,ครม.,2544
บุญ-หลง,สระบุรี,เดช,,54,ครม.,2544
นิ่มกุล,อ่างทอง,สุรเชษ,พรรคชาติไทยพัฒนา,,นายก อบจ.,2563
นิ่มกุล,อ่างทอง,สุรเชษ,พรรคชาติไทยพัฒนา,,นายก/รองนายก อบจ.,2555
นุ้ยปรี,อุทัยธานี,เผด็จ,พรรคชาติไทยพัฒนา,,นายก อบจ.,2563
นุ้ยปรี,อุทัยธานี,เผด็จ,พรรคชาติไทยพัฒนา,,นายก/รองนายก อบจ.,2555
นุ้ยปรี,อุทัยธานี,ตรณณุพล,,,ส. อบจ.,2555
นุ้ยปรี,อุทัยธานี,ศิลป์ชัย,พรรคชาติไทย,17,ส.ส.,2535
นุ้ยปรี,อุทัยธานี,ศิลป์ชัย,พรรคชาติไทย,18,ส.ส.,2535
นุ้ยปรี,อุทัยธานี,ศิลป์ชัย,พรรคชาติไทย,19,ส.ส.,2538
กิจกาญจน์,จันทบุรี,ธนภณ,อิสระ,,นายก อบจ.,2563
กิจกาญจน์,จันทบุรี,ธนภณ,อิสระ,,นายก/รองนายก อบจ.,2555
เป้าเปี่ยมทรัพย์,ฉะเชิงเทรา,กิตติ,พรรคพลังประชารัฐ,,นายก อบจ.,2563
เป้าเปี่ยมทรัพย์,ฉะเชิงเทรา,ชัยวัฒน์,พรรคพลังประชารัฐ,25,ส.ส.,2562
เป้าเปี่ยมทรัพย์,ฉะเชิงเทรา,กิตติ,พรรคพลังประชารัฐ,,นายก/รองนายก อบจ.,2555
คุณปลื้ม,ชลบุรี,วิทยา,พรรคพลังประชารัฐ,,นายก อบจ.,2563
คุณปลื้ม,ชลบุรี,วิทยา,พรรคพลังประชารัฐ,,นายก/รองนายก อบจ.,2555
คุณปลื้ม,ชลบุรี,สนธยา,พรรคสามัคคีธรรม,17,ส.ส.,2535
คุณปลื้ม,ชลบุรี,วิทยา,พรรคชาติพัฒนา,18,ส.ส.,2535
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติพัฒนา,18,ส.ส.,2535
คุณปลื้ม,ชลบุรี,วิทยา,พรรคชาติไทย,19,ส.ส.,2538
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติไทย,19,ส.ส.,2538
คุณปลื้ม,ชลบุรี,วิทยา,พรรคชาติไทย,20,ส.ส.,2539
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติไทย,20,ส.ส.,2539
คุณปลื้ม,ชลบุรี,วิทยา,พรรคชาติไทย,21,ส.ส.,2544
คุณปลื้ม,ชลบุรี,อิทธิพล,พรรคชาติไทย,21,ส.ส.,2544
คุณปลื้ม,ชลบุรี,วิทยา,พรรคไทยรักไทย,22,ส.ส.,2548
คุณปลื้ม,ชลบุรี,อิทธิพล,พรรคไทยรักไทย,22,ส.ส.,2548
คุณปลื้ม,ชลบุรี,สุกุมล,พรรคพลังชล,24,ส.ส.,2554
คุณปลื้ม,ชลบุรี,อิทธิพล,พรรคพลังประชารัฐ,62,ครม.,2562
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติไทย,21,ส.ส.,2544
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติไทย,51,ครม.,2538
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติไทย,53,ครม.,2540
คุณปลื้ม,ชลบุรี,สนธยา,พรรคชาติไทย,53,ครม.,2540
คุณปลื้ม,ชลบุรี,สนธยา,,54,ครม.,2544
คุณปลื้ม,ชลบุรี,สุกุมล,,60,ครม.,2554
คุณปลื้ม,ชลบุรี,สนธยา,,60,ครม.,2554
ทรัพย์เจริญ,ตราด,วิเชียร,อิสระ,,นายก อบจ.,2563
ทรัพย์เจริญ,ตราด,วิเชียร,อิสระ,,นายก/รองนายก อบจ.,2555
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคภูมิใจไทย,,นายก อบจ.,2563
วิลาวัลย์,ปราจีนบุรี,อำนาจ,พรรคภูมิใจไทย,25,ส.ส.,2562
วิลาวัลย์,ปราจีนบุรี,บังอร,พรรคภูมิใจไทย,,นายก/รองนายก อบจ.,2555
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคชาติไทย,17,ส.ส.,2535
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคชาติไทย,18,ส.ส.,2535
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคชาติไทย,19,ส.ส.,2538
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคความหวังใหม่,20,ส.ส.,2539
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคไทยรักไทย,21,ส.ส.,2544
วิลาวัลย์,ปราจีนบุรี,สุนทร,พรรคมัชฌิมาธิปไตย,23,ส.ส.,2550
วิลาวัลย์,ปราจีนบุรี,อำนาจ,พรรคภูมิใจไทย,23,ส.ส.,2550
วิลาวัลย์,ปราจีนบุรี,อำนาจ,พรรคภูมิใจไทย,24,ส.ส.,2554
